states,2H,5C,18N,75C,129O,147H,190H,221C,285H,310C,311H,369H,375H,395H,404C,406N,477H,711N,712H,722H,723H,526H,528C,507H,545C,568H,675H,782C,853H,855C,857H,861H,905H,953C
1,0.166516,-0.094205,-0.135585,-0.039508,-0.387558,0.016219,0.06999,-0.168897,0.171051,-0.074427,0.039331,0.088435,0.038841,0.076228,0.268835,-0.177625,0.075382,0.06603,0.177029,0.02957,0.088887,0.077926,-0.12005,0.062477,-0.030257,0.059883,0.054127,0.203434,0.078979,-0.097065,0.018423,0.017972,0.041451,-0.063552
0,0.125494,-0.157121,-0.19569,-0.04699,-0.367758,0.019917,0.046547,-0.124384,0.164206,-0.077319,0.025091,0.076426,0.01999,0.058369,0.226236,-0.137862,0.094634,0.007085,0.168872,0.068456,0.07247,0.068302,-0.110987,0.077774,-0.048623,0.074503,0.063149,0.222488,0.086668,-0.123338,-0.017735,0.006649,0.050483,-0.063449
1,0.179105,-0.099778,-0.172142,-0.059438,-0.324066,0.020081,0.026631,-0.105615,0.149532,-0.076651,0.051151,0.091598,0.02112,0.063742,0.153939,-0.089836,0.098149,0.062527,0.15674,0.058533,0.055892,0.059456,-0.084056,0.063621,-0.035873,0.066493,0.068208,0.135512,0.092127,-0.10842,0.007188,0.009333,0.026853,-0.094415
1,0.155607,-0.093893,-0.166805,-0.063152,-0.349228,0.027931,0.075188,-0.149873,0.158547,-0.089143,0.039844,0.082459,0.013969,0.052624,0.213016,-0.148981,0.091529,0.021027,0.176291,0.05218,0.074307,0.070505,-0.072914,0.076226,-0.039824,0.046844,0.058978,0.216035,0.080986,-0.073545,0.001769,0.013265,0.046761,-0.104627
1,0.183476,-0.084139,-0.152938,-0.070792,-0.391652,0.011903,0.051534,-0.161895,0.180364,-0.069255,0.021002,0.083784,0.021554,0.045389,0.209459,-0.11577,0.081771,0.015955,0.135775,0.054674,0.080754,0.077924,-0.120137,0.069301,-0.023651,0.048246,0.082824,0.218788,0.099826,-0.129175,0.012145,0.018769,0.039365,-0.073229
0,0.17002,-0.087656,-0.185149,-0.035913,-0.350446,0.024493,0.060983,-0.169154,0.138337,-0.067139,0.056223,0.087407,0.020702,0.064442,0.217681,-0.119579,0.090042,0.04628,0.179402,0.05285,0.070669,0.06335,-0.086323,0.082544,-0.023775,0.062009,0.068748,0.216799,0.100793,-0.138501,0.009779,0.016837,0.023457,-0.102133
1,0.158804,-0.110887,-0.178333,-0.031412,-0.365575,0.009671,0.079425,-0.168086,0.158642,-0.099,0.068328,0.084712,0.021801,0.062798,0.199844,-0.119288,0.101599,0.032169,0.176542,0.052258,0.068329,0.069719,-0.120279,0.095924,-0.04367,0.070981,0.060304,0.208977,0.096401,-0.04934,0.001471,0.009736,0.025798,-0.09689
1,0.147655,-0.10227,-0.172022,-0.061297,-0.379316,0.014841,0.065454,-0.136383,0.156892,-0.082244,0.026431,0.093995,0.025102,0.062962,0.234702,-0.171056,0.091562,-0.016902,0.178671,0.029868,0.080631,0.072908,-0.093152,0.082133,-0.039503,0.048038,0.060061,0.223515,0.09433,-0.187376,0.005185,0.029714,0.035374,-0.073595
1,0.16204,-0.114507,-0.137868,-0.092752,-0.352143,0.007766,0.052351,-0.153177,0.170211,-0.104376,0.043955,0.07054,0.025415,0.044076,0.280615,-0.180675,0.083372,0.046055,0.156156,0.04781,0.071546,0.060086,-0.103395,0.073865,-0.021595,0.045188,0.062938,0.202679,0.095258,-0.138622,-0.000838,0.01446,0.018521,-0.097787
1,0.159136,-0.095628,-0.136703,-0.062535,-0.326044,0.025978,0.066032,-0.161633,0.143744,-0.091785,0.04351,0.090252,0.017805,0.05976,0.211378,-0.131121,0.087739,0.02908,0.152363,0.055983,0.056319,0.074036,-0.11052,0.074493,-0.026239,0.043709,0.056865,0.225341,0.096786,-0.149826,0.014048,0.023739,0.031358,-0.075126
1,0.159051,-0.097558,-0.140797,-0.080676,-0.329551,0.016911,0.048398,-0.119718,0.142199,-0.070946,0.027022,0.091683,0.018925,0.054894,0.209885,-0.117349,0.096437,0.027985,0.196607,0.065249,0.087386,0.068115,-0.105093,0.064898,-0.019667,0.051576,0.070668,0.248136,0.095314,-0.129473,0.023489,0.014959,0.026066,-0.098935
1,0.155745,-0.074176,-0.176343,-0.076888,-0.348912,0.029486,0.07942,-0.13103,0.157615,-0.087552,0.049365,0.103796,0.005468,0.059251,0.219844,-0.141626,0.090602,0.069783,0.141812,0.054321,0.066611,0.063697,-0.100265,0.088884,-0.03127,0.05589,0.066703,0.225763,0.095785,-0.12627,0.01636,0.011609,0.046583,-0.04043
0,0.189941,-0.161538,-0.151035,-0.045741,-0.314433,0.019503,0.047017,-0.116785,0.154035,-0.043699,0.042776,0.08731,0.025918,0.06718,0.19147,-0.100981,0.074394,-0.004553,0.149386,0.051407,0.075546,0.063707,-0.070445,0.071595,-0.040965,0.060067,0.05681,0.203311,0.088451,-0.111971,-0.01284,0.018618,0.017341,-0.078984
0,0.150706,-0.125253,-0.152661,-0.047624,-0.380159,0.021943,0.058521,-0.129395,0.144272,-0.093634,0.032672,0.096927,0.026789,0.052412,0.235564,-0.184814,0.086551,0.031974,0.169693,0.074824,0.080064,0.071372,-0.097148,0.062434,-0.024895,0.057449,0.059791,0.181522,0.102648,-0.099815,0.010479,0.006143,0.046402,-0.070313
0,0.172196,-0.105131,-0.207776,-0.066482,-0.348648,0.024443,0.048592,-0.224117,0.138225,-0.071642,0.050329,0.085321,0.023323,0.056733,0.247512,-0.123053,0.08506,0.012991,0.189456,0.074561,0.077811,0.065527,-0.093894,0.064989,-0.020526,0.04507,0.067273,0.229719,0.091307,-0.092671,0.001662,0.017818,0.033623,-0.081818
0,0.181455,-0.130075,-0.150082,-0.057727,-0.352752,0.01508,0.048729,-0.139983,0.135763,-0.083518,0.040674,0.079829,0.026385,0.060666,0.232752,-0.115009,0.110965,0.026105,0.169488,0.050775,0.079656,0.070142,-0.071374,0.08713,-0.023473,0.045028,0.047279,0.215062,0.079727,-0.122156,0.003859,0.020483,0.041036,-0.076886
0,0.173696,-0.064239,-0.18985,-0.040522,-0.325837,0.016209,0.062178,-0.117836,0.161156,-0.036328,0.039546,0.0998,0.023274,0.065569,0.202868,-0.124054,0.094131,-0.034846,0.155941,0.038188,0.084557,0.067284,-0.086688,0.060102,-0.061244,0.045776,0.056594,0.191842,0.095438,-0.119128,0.009975,0.01448,0.034104,-0.101503
1,0.181111,-0.145683,-0.13083,-0.085489,-0.369517,0.016409,0.032992,-0.142253,0.156614,-0.087249,0.037123,0.082033,0.020965,0.057938,0.213022,-0.098825,0.090668,-0.021952,0.189707,0.066674,0.076269,0.063324,-0.068812,0.08392,-0.077565,0.046349,0.064103,0.214587,0.098093,-0.100785,0.014908,0.017328,0.046522,-0.083865
1,0.151758,-0.108925,-0.169323,-0.056599,-0.350463,0.013917,0.062878,-0.127116,0.150017,-0.081244,0.030498,0.087343,0.028472,0.068657,0.184202,-0.101406,0.068044,0.019976,0.163918,0.044797,0.08171,0.061058,-0.060995,0.072487,-0.037246,0.055727,0.087646,0.217148,0.097146,-0.093453,-8.2E-05,0.008605,0.043283,-0.090648
1,0.160338,-0.116282,-0.179081,-0.056949,-0.285798,0.006473,0.066929,-0.211677,0.15058,-0.091755,0.04486,0.089601,0.018294,0.066275,0.202146,-0.126476,0.087427,0.061683,0.170156,0.044167,0.084661,0.069767,-0.109469,0.068948,-0.05591,0.066989,0.056512,0.216566,0.09303,-0.116864,0.000847,0.011921,0.021992,-0.063683
0,0.161262,-0.093996,-0.198961,-0.043898,-0.350267,0.018833,0.042566,-0.164163,0.147583,-0.06687,0.030343,0.11923,0.017995,0.070529,0.254684,-0.159144,0.089097,0.012547,0.155069,0.048683,0.075473,0.066422,-0.078971,0.069654,-0.056269,0.056573,0.074471,0.234707,0.096796,-0.091004,0.015546,0.014736,0.029999,-0.083491
1,0.168669,-0.133699,-0.125174,-0.056186,-0.320899,0.010992,0.06375,-0.126411,0.1632,-0.064696,0.015118,0.082125,0.027709,0.072188,0.198862,-0.1054,0.086095,0.015794,0.134194,0.036635,0.060654,0.068992,-0.108719,0.084759,-0.053701,0.052186,0.058293,0.200727,0.096258,-0.115545,0.008261,0.011173,0.031506,-0.063497
1,0.193066,-0.092238,-0.172965,-0.061175,-0.326146,0.012893,0.056455,-0.148224,0.161852,-0.057442,0.056563,0.088684,0.014145,0.052623,0.198502,-0.163834,0.085634,0.05043,0.17472,0.081311,0.07895,0.065012,-0.097525,0.062211,-0.03905,0.047045,0.06952,0.21938,0.094606,-0.135088,-0.000688,0.013522,0.031598,-0.031587
1,0.186923,-0.092855,-0.148059,-0.062429,-0.350445,0.020141,0.07344,-0.160002,0.164284,-0.06648,0.058064,0.071948,0.027433,0.069181,0.219545,-0.120626,0.095135,0.029519,0.162135,0.037224,0.062066,0.071687,-0.086817,0.090294,-0.047402,0.046089,0.065939,0.253857,0.087624,-0.105608,0.003203,0.018945,0.048372,-0.094032
1,0.136391,-0.106831,-0.156952,-0.073823,-0.386391,0.005811,0.061311,-0.154178,0.178818,-0.054139,0.018161,0.084893,0.020078,0.030852,0.224634,-0.12647,0.082771,0.026375,0.142051,0.067194,0.069766,0.06188,-0.102625,0.092893,-0.045489,0.064028,0.071182,0.251878,0.107415,-0.09669,0.00612,0.018066,0.034254,-0.11236
1,0.170995,-0.070352,-0.165931,-0.071859,-0.373803,0.013018,0.079804,-0.131914,0.18339,-0.077855,0.03798,0.088389,0.031146,0.070589,0.247128,-0.183539,0.096779,0.040505,0.14856,0.044706,0.079945,0.061186,-0.118068,0.07899,-0.044612,0.053165,0.060096,0.223658,0.090088,-0.102954,0.00397,0.011354,0.016813,-0.096575
0,0.169479,-0.091409,-0.178233,-0.057388,-0.381213,0.012197,0.054184,-0.134001,0.146085,-0.066585,0.028145,0.076489,0.023525,0.055856,0.201616,-0.150492,0.073059,0.014149,0.147836,0.063949,0.077654,0.074436,-0.138135,0.068944,-0.021737,0.050084,0.062397,0.195171,0.1093,-0.099892,0.012364,0.01579,0.034618,-0.093298
1,0.185545,-0.117019,-0.106651,-0.07608,-0.321737,0.021843,0.059273,-0.133588,0.154256,-0.09014,0.033424,0.103945,0.022966,0.059608,0.214223,-0.214017,0.067503,0.022052,0.173829,0.040772,0.076732,0.080134,-0.108013,0.066181,-0.054004,0.037272,0.072342,0.205663,0.099013,-0.119771,0.008479,0.012744,0.01691,-0.097977
0,0.176089,-0.098467,-0.195588,-0.038917,-0.290408,0.006988,0.080175,-0.155027,0.185687,-0.060139,0.031527,0.098225,0.02197,0.055753,0.243761,-0.190503,0.091354,-0.015262,0.144671,0.031471,0.077127,0.060904,-0.103815,0.071043,-0.033123,0.059253,0.051115,0.217546,0.106767,-0.074694,-0.000481,0.013979,0.044501,-0.079219
1,0.164085,-0.116353,-0.140228,-0.046744,-0.351485,0.014201,0.055311,-0.145588,0.15468,-0.086523,0.037488,0.081073,0.025515,0.068362,0.221338,-0.165774,0.089621,-0.009834,0.179432,0.062414,0.108876,0.068173,-0.109784,0.086672,-0.061962,0.069714,0.054828,0.217299,0.094213,-0.066626,0.015172,0.024647,0.042471,-0.047376
1,0.187935,-0.091639,-0.153439,-0.060249,-0.348508,0.017826,0.073919,-0.157253,0.149478,-0.06926,0.036399,0.082419,0.013859,0.055557,0.207204,-0.162462,0.082291,0.014544,0.167686,0.049071,0.081364,0.076922,-0.085068,0.068962,-0.05173,0.071274,0.074314,0.198999,0.102834,-0.108313,-0.002333,0.017893,0.024304,-0.097727
0,0.17554,-0.079799,-0.175417,-0.035306,-0.346758,0.012444,0.046518,-0.132281,0.16152,-0.05976,0.044312,0.093234,0.015145,0.059962,0.215397,-0.175049,0.085681,0.019972,0.15996,0.076344,0.073013,0.059944,-0.097963,0.079031,-0.035491,0.05942,0.071873,0.218202,0.086596,-0.049323,0.00474,0.013364,0.04164,-0.10521
1,0.176936,-0.065486,-0.151949,-0.057795,-0.361327,0.011908,0.056147,-0.14227,0.153887,-0.081712,0.053478,0.084321,0.021465,0.058708,0.188,-0.087051,0.080553,0.012889,0.181247,0.03547,0.077089,0.064626,-0.079358,0.075198,-0.05064,0.055558,0.063166,0.204843,0.106502,-0.116827,0.023632,0.008816,0.040822,-0.099674
1,0.169386,-0.074487,-0.184407,-0.062926,-0.329757,0.01975,0.052205,-0.150412,0.164533,-0.09363,0.060764,0.09332,0.028624,0.05649,0.231195,-0.137208,0.099871,0.011442,0.155917,0.065138,0.062269,0.065901,-0.100371,0.068731,-0.051857,0.062191,0.052197,0.216651,0.082636,-0.114769,0.006279,0.01175,0.04319,-0.09165
0,0.155206,-0.1123,-0.211502,-0.065874,-0.358244,0.022893,0.040219,-0.119593,0.173419,-0.074654,0.020937,0.086521,0.022579,0.08895,0.231282,-0.161667,0.089964,0.051015,0.162165,0.035641,0.076026,0.059207,-0.10364,0.072197,-0.031721,0.048641,0.059616,0.226897,0.096968,-0.103606,-0.011326,0.010274,0.030556,-0.114736
0,0.192962,-0.142408,-0.176864,-0.063241,-0.321006,0.012651,0.041702,-0.092777,0.146807,-0.085819,0.046259,0.08001,0.020313,0.068476,0.234722,-0.191665,0.089674,0.017786,0.145931,0.067333,0.069704,0.068821,-0.060518,0.06739,-0.04842,0.048626,0.049154,0.222569,0.086507,-0.15629,0.006606,0.019805,0.033278,-0.088298
1,0.160878,-0.086434,-0.152202,-0.076035,-0.315952,0.000517,0.065327,-0.147079,0.158901,-0.096922,0.037683,0.092502,0.014687,0.080736,0.197538,-0.108531,0.086323,0.02922,0.177293,0.054719,0.059299,0.074826,-0.118281,0.069035,-0.021287,0.045583,0.058998,0.248409,0.08187,-0.125071,0.002262,0.012491,0.031222,-0.086647
1,0.161374,-0.101211,-0.222382,-0.065099,-0.383117,0.017323,0.046868,-0.118912,0.150866,-0.074389,0.030579,0.081838,0.020236,0.070171,0.244825,-0.182418,0.099523,0.052564,0.173606,0.057858,0.070523,0.048979,-0.095742,0.068611,-0.043357,0.042262,0.064748,0.220654,0.07991,-0.111651,-0.005388,0.00847,0.02881,-0.050132
0,0.149581,-0.074846,-0.141838,-0.051882,-0.364105,0.014734,0.061529,-0.109096,0.179203,-0.06257,0.041017,0.07631,0.030979,0.068127,0.219296,-0.11965,0.100965,0.027706,0.160757,0.059601,0.092718,0.073678,-0.07288,0.067471,-0.048428,0.051678,0.046333,0.259624,0.0967,-0.137422,-0.001547,0.01658,0.042243,-0.082741
1,0.151939,-0.110965,-0.171117,-0.052025,-0.332525,0.019434,0.058491,-0.152945,0.188412,-0.093866,0.023178,0.097531,0.018637,0.045509,0.194777,-0.116811,0.082794,0.026866,0.145208,0.039131,0.088712,0.062274,-0.064267,0.075427,-0.069878,0.039198,0.044369,0.223024,0.087988,-0.127408,0.009682,0.021987,0.029202,-0.075073
1,0.165612,-0.112969,-0.150648,-0.047739,-0.307007,0.007193,0.070494,-0.152837,0.166091,-0.088944,0.056609,0.078857,0.02117,0.07103,0.20111,-0.156462,0.083501,0.04447,0.150301,0.026181,0.082028,0.057758,-0.080471,0.078447,-0.04088,0.062934,0.073458,0.237555,0.103784,-0.105464,0.025866,0.011721,0.034766,-0.058321
1,0.167972,-0.121693,-0.121685,-0.067933,-0.373363,0.015651,0.05166,-0.153982,0.147063,-0.091915,0.046072,0.070779,0.020567,0.059258,0.182408,-0.137319,0.081214,0.04494,0.161326,0.050262,0.087263,0.069752,-0.119983,0.075408,-0.06194,0.047958,0.049911,0.145837,0.095651,-0.120408,0.019862,0.011094,0.021513,-0.070188
1,0.165733,-0.089932,-0.180827,-0.048454,-0.360442,0.017176,0.072999,-0.119546,0.1688,-0.060163,0.038186,0.090171,0.023695,0.07585,0.190969,-0.141511,0.08023,0.023562,0.139567,0.066086,0.078118,0.067387,-0.065582,0.065979,-0.037583,0.05938,0.063643,0.270303,0.091855,-0.105285,0.001002,0.013247,0.030822,-0.042756
0,0.14581,-0.075252,-0.144564,-0.046414,-0.330602,0.015015,0.035098,-0.12632,0.168635,-0.067006,0.043761,0.101025,0.021129,0.055717,0.192308,-0.137009,0.104031,0.017965,0.180683,0.037888,0.082569,0.064958,-0.127341,0.083233,-0.038695,0.041162,0.054405,0.214848,0.083768,-0.150426,-0.001736,0.019156,0.041963,-0.087439
0,0.166963,-0.060719,-0.108838,-0.051104,-0.356981,0.010586,0.072816,-0.12402,0.150839,-0.078628,0.01653,0.093234,0.025314,0.051489,0.182664,-0.091899,0.068128,0.007596,0.156813,0.047551,0.073402,0.077523,-0.101377,0.072156,-0.048665,0.059982,0.065008,0.232101,0.079331,-0.076494,0.012882,0.01357,0.031549,-0.024451
0,0.187323,-0.091324,-0.144037,-0.082698,-0.340649,-0.002912,0.041011,-0.110364,0.130901,-0.037007,0.028924,0.10541,0.023095,0.064795,0.221113,-0.150694,0.084174,0.017965,0.16596,0.065139,0.076496,0.070601,-0.052093,0.069631,-0.060825,0.060487,0.05417,0.222346,0.102174,-0.150056,0.006472,0.012778,0.023612,-0.052347
1,0.155707,-0.128047,-0.17222,-0.051272,-0.352474,0.016482,0.049782,-0.192257,0.150149,-0.078748,0.037748,0.085827,0.019224,0.058193,0.175814,-0.134365,0.09001,0.033991,0.173088,0.064041,0.070861,0.073097,-0.13017,0.084297,-0.032634,0.074379,0.058626,0.259837,0.092343,-0.067369,0.010661,0.022129,0.023166,-0.081697
0,0.167681,-0.113521,-0.160644,-0.037385,-0.353422,0.013261,0.041484,-0.15901,0.166988,-0.095028,0.006132,0.087756,0.029365,0.06798,0.23868,-0.164538,0.067634,0.055212,0.157685,0.048614,0.073691,0.064514,-0.077309,0.062331,-0.03606,0.078782,0.050155,0.240777,0.091981,-0.108442,0.01005,0.012282,0.040457,-0.100184
1,0.167192,-0.096187,-0.157361,-0.032097,-0.359985,0.011758,0.046033,-0.149247,0.160942,-0.077278,0.005826,0.088408,0.023016,0.081528,0.227261,-0.158835,0.080059,0.059695,0.155828,0.039745,0.077274,0.069379,-0.09711,0.079319,-0.026113,0.063494,0.061527,0.218828,0.096077,-0.118456,0.018037,0.014126,0.035755,-0.073759
1,0.16374,-0.057611,-0.175717,-0.061168,-0.368231,0.009912,0.043941,-0.152644,0.165769,-0.052828,0.048328,0.083619,0.010059,0.05828,0.196149,-0.094233,0.085303,0.00572,0.165601,0.063274,0.06379,0.075157,-0.107988,0.063973,-0.069664,0.046848,0.050375,0.240843,0.090391,-0.121677,0.025026,0.024083,0.04006,-0.088789
1,0.187278,-0.094259,-0.171911,-0.035505,-0.348037,0.014533,0.076538,-0.116032,0.165789,-0.096735,0.062938,0.085646,0.016578,0.055371,0.213917,-0.062131,0.101426,0.049743,0.181037,0.063324,0.069364,0.059625,-0.106423,0.078679,-0.048093,0.050754,0.060705,0.267516,0.100587,-0.154318,0.014803,0.016798,0.049533,-0.108465
1,0.165282,-0.127515,-0.145649,-0.056609,-0.307297,0.011164,0.048834,-0.115732,0.153105,-0.077583,0.041459,0.088162,0.012174,0.072986,0.212846,-0.084927,0.089777,0.023633,0.15246,0.071074,0.085619,0.072864,-0.131644,0.080264,-0.03382,0.04336,0.050253,0.227171,0.085695,-0.098568,-0.022903,0.011918,0.032026,-0.075697
1,0.15167,-0.102301,-0.167106,-0.059342,-0.366534,0.02512,0.060196,-0.152352,0.173353,-0.093915,0.065316,0.092295,0.030237,0.074732,0.185649,-0.125764,0.091057,0.028312,0.167517,0.067266,0.081199,0.069688,-0.099658,0.080037,-0.052531,0.050326,0.071423,0.268779,0.10498,-0.109487,-0.000979,0.012256,0.041183,-0.086997
0,0.17004,-0.107148,-0.184715,-0.040215,-0.356546,0.01189,0.048248,-0.143956,0.162885,-0.067119,0.040363,0.082967,0.015558,0.059467,0.257293,-0.167083,0.089225,0.012042,0.141676,0.067907,0.065793,0.058484,-0.085301,0.079126,-0.038203,0.061453,0.055444,0.240965,0.084393,-0.136487,-0.003452,0.014869,0.032457,-0.027407
1,0.171838,-0.11183,-0.158185,-0.069756,-0.324285,0.004936,0.073003,-0.164479,0.180507,-0.068295,0.031767,0.10188,0.009378,0.063689,0.183878,-0.129174,0.103745,0.050522,0.165778,0.054435,0.078239,0.07479,-0.080968,0.068813,-0.053807,0.051618,0.05148,0.223905,0.084205,-0.11161,0.006517,0.010912,0.028059,-0.078022
1,0.190108,-0.121395,-0.171235,-0.045223,-0.333859,0.013569,0.044917,-0.117162,0.159365,-0.073478,0.042629,0.094451,0.017987,0.061031,0.208683,-0.106775,0.086698,0.030221,0.167692,0.057781,0.082582,0.057774,-0.08268,0.081549,-0.03182,0.051131,0.055598,0.220668,0.083011,-0.093631,-0.014247,0.008235,0.042518,-0.112412
1,0.160878,-0.086434,-0.152202,-0.076035,-0.315952,0.000517,0.065327,-0.147079,0.158901,-0.096922,0.037683,0.092502,0.014687,0.080736,0.197538,-0.108531,0.086323,0.02922,0.177293,0.054719,0.059299,0.074826,-0.118281,0.069035,-0.021287,0.045583,0.058998,0.248409,0.08187,-0.125071,0.002262,0.012491,0.031222,-0.086647
1,0.14894,-0.086655,-0.142063,-0.053695,-0.362495,0.005971,0.044479,-0.167325,0.156174,-0.057184,0.04934,0.091734,0.01361,0.072776,0.226579,-0.149242,0.095963,0.03426,0.179855,0.051141,0.07025,0.070154,-0.105815,0.079878,-0.022881,0.046882,0.056428,0.218153,0.100327,-0.125603,0.028863,0.015265,0.03108,-0.086976
1,0.178753,-0.092815,-0.104756,-0.065962,-0.375271,0.013997,0.065151,-0.160811,0.187219,-0.077079,0.043912,0.080492,0.010143,0.066043,0.140865,-0.136865,0.077469,0.017314,0.154501,0.041254,0.075418,0.077438,-0.078694,0.082666,-0.090106,0.050796,0.073894,0.191549,0.076393,-0.102538,0.004533,0.017037,0.033858,-0.066013
1,0.18012,-0.087058,-0.15641,-0.040804,-0.334343,0.024004,0.080483,-0.124436,0.150988,-0.083878,0.015106,0.085594,0.023721,0.055332,0.154593,-0.095788,0.084724,0.026815,0.146585,0.027117,0.072464,0.047137,-0.11813,0.074206,-0.023458,0.05466,0.054511,0.234052,0.086388,-0.163785,0.017577,0.01995,0.034347,-0.113247
0,0.180984,-0.06589,-0.174193,-0.042385,-0.337771,0.010547,0.06311,-0.170948,0.136428,-0.042555,0.036015,0.089214,0.018163,0.05819,0.201828,-0.079303,0.08857,0.029668,0.189867,0.071827,0.091623,0.064658,-0.094217,0.078546,-0.037131,0.04584,0.05372,0.226785,0.095981,-0.131221,-0.000104,0.017716,0.023958,-0.099105
0,0.157866,-0.093272,-0.136563,-0.042514,-0.326266,0.017691,0.070982,-0.134743,0.156702,-0.08558,0.051939,0.084174,0.015516,0.069341,0.218602,-0.153931,0.09435,0.049909,0.164106,0.056855,0.069252,0.06609,-0.10385,0.079587,-0.015103,0.067145,0.056934,0.204919,0.10993,-0.078012,-0.001885,0.01047,0.036747,-0.091345
1,0.166459,-0.122938,-0.15615,-0.056722,-0.298556,0.010678,0.048738,-0.082225,0.173814,-0.065889,0.013001,0.099281,0.027586,0.08237,0.216378,-0.148125,0.087294,0.026323,0.132709,0.052501,0.093963,0.072857,-0.088597,0.06106,-0.070424,0.061092,0.060836,0.161633,0.086609,-0.144618,0.002792,0.007297,0.022279,-0.081098
0,0.189999,-0.13779,-0.16704,-0.056354,-0.327034,0.009748,0.078952,-0.131723,0.161347,-0.046411,0.037924,0.092158,0.019847,0.048394,0.245352,-0.132478,0.096562,0.012522,0.172438,0.056048,0.083928,0.069412,-0.087753,0.077614,-0.032344,0.068011,0.057014,0.241892,0.093706,-0.135199,-0.014052,0.016185,0.051935,-0.090588
1,0.147899,-0.085609,-0.162613,-0.043297,-0.338722,0.01408,0.069494,-0.132842,0.146671,-0.085349,0.022731,0.101543,0.024998,0.07155,0.236758,-0.114467,0.080235,4.3E-05,0.180507,0.059655,0.085524,0.055541,-0.088015,0.077199,-0.044884,0.061209,0.066344,0.243686,0.091112,-0.118647,0.002761,0.008931,0.027525,-0.064994
1,0.158634,-0.089493,-0.167188,-0.054418,-0.320882,0.011332,0.039475,-0.172378,0.193867,-0.119593,0.078675,0.085715,0.024172,0.069304,0.229941,-0.18863,0.06142,0.039472,0.146765,0.038195,0.067361,0.070307,-0.03256,0.068822,-0.069193,0.044274,0.052426,0.213262,0.103623,-0.113143,-0.004085,0.021311,0.042119,-0.06647
1,0.160552,-0.101198,-0.200805,-0.028928,-0.355873,0.02004,0.041726,-0.168955,0.158062,-0.113808,0.046806,0.077827,0.022105,0.070287,0.168499,-0.057792,0.092187,0.021727,0.175109,0.045091,0.07514,0.050406,-0.064019,0.075143,-0.053997,0.046699,0.064855,0.225872,0.085886,-0.129576,0.008076,0.022697,0.034389,-0.078221
1,0.164757,-0.110132,-0.183557,-0.068323,-0.352857,0.015862,0.074206,-0.133679,0.187124,-0.069654,0.046577,0.108316,0.025971,0.072647,0.233014,-0.14025,0.086494,0.083571,0.180296,0.03701,0.05967,0.052834,-0.100467,0.083673,-0.038031,0.052024,0.048385,0.238314,0.091947,-0.10937,0.002963,0.014085,0.040959,-0.091491
1,0.172233,-0.108519,-0.152453,-0.037756,-0.385796,0.013215,0.055093,-0.161921,0.171437,-0.055335,0.04515,0.082964,0.022023,0.07157,0.221059,-0.093762,0.099038,0.019311,0.16816,0.06676,0.06869,0.074665,-0.104063,0.064369,-0.042204,0.052282,0.061885,0.237559,0.090879,-0.134369,0.003749,0.017957,0.045591,-0.069324
1,0.178772,-0.070088,-0.164558,-0.042636,-0.351401,0.005098,0.060425,-0.131317,0.199949,-0.074846,0.006051,0.083444,0.020313,0.046597,0.226996,-0.139549,0.091006,0.006815,0.182561,0.04073,0.06842,0.06672,-0.086409,0.080477,-0.06849,0.062365,0.061795,0.255324,0.090978,-0.058948,0.015242,0.006727,0.039576,-0.087083
1,0.168856,-0.084175,-0.221588,-0.062494,-0.373152,0.016861,0.048901,-0.139767,0.143226,-0.080619,0.042998,0.095304,0.022447,0.063084,0.144411,-0.106892,0.066791,0.026939,0.17699,0.059389,0.061015,0.069735,-0.10344,0.077617,-0.058184,0.060333,0.055486,0.212416,0.076874,-0.078942,0.008758,0.01442,0.046507,-0.081747
1,0.172553,-0.087593,-0.228064,-0.047613,-0.344888,0.010885,0.065999,-0.136562,0.162187,-0.113429,0.044968,0.080468,0.019806,0.077384,0.232537,-0.075717,0.09373,0.047279,0.17365,0.04824,0.070399,0.062023,-0.091672,0.086315,-0.025897,0.039696,0.066871,0.266751,0.092256,-0.114799,0.020269,0.013696,0.018443,-0.090626
0,0.180731,-0.115411,-0.072357,-0.046692,-0.329507,0.017728,0.056858,-0.153193,0.175058,-0.06194,0.041331,0.098893,0.029626,0.070054,0.266525,-0.120163,0.086004,0.045181,0.157573,0.066101,0.07161,0.069112,-0.081964,0.059246,-0.028289,0.052216,0.057384,0.172569,0.0831,-0.129972,-0.001567,0.010573,0.051357,-0.112334
0,0.159801,-0.112529,-0.155152,-0.062997,-0.345692,0.018037,0.071983,-0.093466,0.174373,-0.053427,0.052216,0.089499,0.024832,0.060202,0.220732,-0.135647,0.084121,0.046954,0.154375,0.063139,0.06507,0.083713,-0.15138,0.066015,-0.070033,0.047251,0.059136,0.183704,0.095698,-0.087499,-0.00948,0.019793,0.03645,-0.090138
1,0.170149,-0.118673,-0.156536,-0.016629,-0.364813,0.020438,0.060291,-0.181789,0.170292,-0.084808,0.052746,0.076292,0.028303,0.058766,0.191788,-0.113476,0.098689,0.025025,0.181401,0.067369,0.063124,0.068171,-0.084002,0.057755,-0.02461,0.058406,0.062932,0.188933,0.08951,-0.16359,0.005037,0.017475,0.043998,-0.146677
